"Public Food Key","Classification","Food Name","Energy with dietary fibre, equated  (kJ)","Energy, without dietary fibre, equated  (kJ)","Moisture (water)  (g)","Protein  (g)","Nitrogen  (g)","Fat, total  (g)","Ash  (g)","Total dietary fibre  (g)","Alcohol  (g)","Fructose  (g)","Glucose  (g)","Sucrose (g)","Maltose  (g)","Lactose  (g)","Galactose  (g)","Maltotrios  (g)","Total sugars (g)","Added sugars (g)","Free sugars  (g)","Starch  (g)","Dextrin  (g)","Glycerol  (g)","Glycogen  (g)","Inulin  (g)","Erythritol  (g)","Maltitol  (g)","Mannitol  (g)","Xylitol  (g)","Maltodextrin (g)","Oligosaccharides   (g)","Polydextrose  (g)","Raffinose  (g)","Stachyose  (g)","Sorbitol  (g)","Resistant starch  (g)","Available carbohydrate, without sugar alcohols  (g)","Available carbohydrate, with sugar alcohols  (g)","Acetic acid  (g)","Citric acid  (g)","Fumaric acid  (g)","Lactic acid  (g)","Malic acid  (g)","Oxalic acid  (g)","Propionic acid  (g)","Quinic acid  (g)","Shikimic acid  (g)","Succinic acid  (g)","Tartaric acid  (g)","Aluminium (Al)  (ug)","Antimony (Sb)  (ug)","Arsenic (As)  (ug)","Cadmium (Cd)  (ug)","Calcium (Ca)  (mg)","Chromium (Cr)  (ug)","Chloride (Cl)  (mg)","Cobalt (Co)  (ug)","Copper (Cu)  (mg)","Fluoride (F)  (ug)","Iodine (I)  (ug)","Iron (Fe)  (mg)","Lead (Pb)  (ug)","Magnesium (Mg)  (mg)","Manganese (Mn)  (mg)","Mercury (Hg)  (ug)","Molybdenum (Mo)  (ug)","Nickel (Ni)  (ug)","Phosphorus (P)  (mg)","Potassium (K)  (mg)","Selenium (Se)  (ug)","Sodium (Na)  (mg)","Sulphur (S)  (mg)","Tin (Sn)  (ug)","Zinc (Zn)  (mg)","Retinol (preformed vitamin A)  (ug)","Alpha-carotene  (ug)","Beta-carotene  (ug)","Cryptoxanthin  (ug)","Beta-carotene equivalents (provitamin A)  (ug)","Vitamin A retinol equivalents  (ug)","Lutein  (ug)","Lycopene  (ug)","Xanthophyl  (ug)","Thiamin (B1)  (mg)","Riboflavin (B2)  (mg)","Niacin (B3)  (mg)","Niacin derived from tryptophan  (mg)","Niacin derived equivalents  (mg)","Pantothenic acid (B5)  (mg)","Pyridoxine (B6)  (mg)","Biotin (B7)  (ug)","Cobalamin (B12)  (ug)","Folate, natural  (ug)","Folic acid  (ug)","Total folates  (ug)","Dietary folate equivalents  (ug)","Vitamin C  (mg)","Cholecalciferol (D3)  (ug)","Ergocalciferol (D2)  (ug)","25-hydroxy cholecalciferol (25-OH D3)  (ug)","25-hydroxy ergocalciferol (25-OH D2)  (ug)","Vitamin D3 equivalents  (ug)","Alpha tocopherol  (mg)","Alpha tocotrienol  (mg)","Beta tocopherol  (mg)","Beta tocotrienol  (mg)","Delta tocopherol  (mg)","Delta tocotrienol  (mg)","Gamma tocopherol  (mg)","Gamma tocotrienol  (mg)","Vitamin E  (mg)","C4 (%T)","C6 (%T)","C8 (%T)","C10 (%T)","C11 (%T)","C12 (%T)","C13 (%T)","C14 (%T)","C15 (%T)","C16 (%T)","C17 (%T)","C18 (%T)","C19 (%T)","C20 (%T)","C21 (%T)","C22 (%T)","C23 (%T)","C24 (%T)","Total saturated fatty acids, equated (%T)","C10:1 (%T)","C12:1 (%T)","C14:1 (%T)","C15:1 (%T)","C16:1 (%T)","C17:1 (%T)","C18:1 (%T)","C18:1w5 (%T)","C18:1w6 (%T)","C18:1w7 (%T)","C18:1w9 (%T)","C20:1 (%T)","C20:1w9 (%T)","C20:1w13 (%T)","C20:1w11 (%T)","C22:1 (%T)","C22:1w9 (%T)","C22:1w11 (%T)","C24:1 (%T)","C24:1w9 (%T)","C24:1w11 (%T)","C24:1w13 (%T)","Total monounsaturated fatty acids, equated (%T)","C12:2 (%T)","C16:2w4 (%T)","C16:3 (%T)","C18:2w6 (%T)","C18:3w3 (%T)","C18:3w4 (%T)","C18:3w6 (%T)","C18:4w1 (%T)","C18:4w3 (%T)","C20:2 (%T)","C20:2w6 (%T)","C20:3 (%T)","C20:4 (%T)","C20:3w3 (%T)","C20:3w6 (%T)","C20:4w3 (%T)","C20:4w6 (%T)","C20:5w3 (%T)","C21:5w3 (%T)","C22:2 (%T)","C22:2w6 (%T)","C22:4w6 (%T)","C22:5w3 (%T)","C22:5w6 (%T)","C22:6w3 (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated  (%T)","Total undifferentiated fatty acids  (%T)","Total trans fatty acids, imputed  (%T)","C4 (g)","C6 (g)","C8 (g)","C10 (g)","C11 (g)","C12 (g)","C13 (g)","C14 (g)","C15 (g)","C16 (g)","C17 (g)","C18 (g)","C19 (g)","C20 (g)","C21 (g)","C22 (g)","C23 (g)","C24 (g)","Total saturated fatty acids, equated  (g)","C10:1 (g)","C12:1 (g)","C14:1 (g)","C15:1 (g)","C16:1 (g)","C17:1 (g)","C18:1 (g)","C18:1w5 (mg)","C18:1w6 (mg)","C18:1w7 (g)","C18:1w9 (mg)","C20:1 (g)","C20:1w9 (mg)","C20:1w13 (mg)","C20:1w11 (mg)","C22:1 (g)","C22:1w9 (mg)","C22:1w11 (mg)","C24:1 (g)","C24:1w9 (mg)","C24:1w11 (mg)","C24:1w13 (mg)","Total monounsaturated fatty acids, equated  (g)","C12:2 (g)","C16:2w4 (mg)","C16:3 (g)","C18:2w6 (g)","C18:3w3 (g)","C18:3w4 (g)","C18:3w6 (mg)","C18:4w1 (g)","C18:4w3 (mg)","C20:2 (mg)","C20:2w6 (mg)","C20:3 (mg)","C20:3w3 (mg)","C20:3w6 (mg)","C20:4 (g)","C20:4w3 (mg)","C20:4w6 (mg)","C20:5w3 (mg)","C21:5w3 (g)","C22:5w3 (mg)","C22:4w6 (mg)","C22:2 (g)","C22:2w6 (mg)","C22:5w6 (g)","C22:6w3 (mg)","Total polyunsaturated fatty acids, equated  (g)","Total long chain omega 3 fatty acids, equated  (mg)","Total undifferentiated fatty acids, mass basis basis  (mg)","Total trans fatty acids, imputed  (mg)","Caffeine  (mg)","Cholesterol  (mg)","Alanine  (mg/gN)","Arginine  (mg/gN)","Aspartic acid  (mg/gN)","Cystine plus cysteine  (mg/gN)","Glutamic acid  (mg/gN)","Glycine  (mg/gN)","Histidine  (mg/gN)","Isoleucine  (mg/gN)","Leucine  (mg/gN)","Lysine  (mg/gN)","Methionine  (mg/gN)","Phenylalanine  (mg/gN)","Proline  (mg/gN)","Serine  (mg/gN)","Threonine  (mg/gN)","Tyrosine  (mg/gN)","Tryptophan  (mg/gN)","Valine  (mg/gN)","Alanine  (mg)","Arginine  (mg)","Aspartic acid  (mg)","Cystine plus cysteine  (mg)","Glutamic acid  (mg)","Glycine  (mg)","Histidine  (mg)","Isoleucine  (mg)","Leucine  (mg)","Lysine  (mg)","Methionine  (mg)","Phenylalanine  (mg)","Proline  (mg)","Serine  (mg)","Threonine  (mg)","Tyrosine  (mg)","Tryptophan  (mg)","Valine  (mg)"
"F001647","12202","Bread, Naan, commercial","1224","1204","33.2","8","1.4","7.1","2.1","2.6","0","1.3","1.1","0","3","0.6","nan","nan","6","0","0","41.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","47.8","47.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","5600","nan","0","nan","120","nan","nan","nan","0.12","nan","55","1.1","0","28","0.59","nan","12","nan","240","160","8.8","630","nan","nan","0.62","6","0","0","nan","0","6","nan","nan","nan","0.47","0.06","1.1","1.53","2.63","0.33","0","nan","0.3","57","83","140","196","0","0","0","0","0","0","0.7","nan","0","nan","0","nan","0.9","nan","0.79","0.2","0.2","0","0.1","nan","0.2","nan","0.8","0","15.2","0.1","3.3","nan","0.3","nan","0.2","nan","0.1","20.7","nan","nan","0","nan","0.4","0","39.3","nan","nan","nan","nan","0.6","nan","nan","nan","0","nan","0","0","nan","nan","nan","40.3","nan","nan","nan","30.1","5.6","nan","0","nan","0","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","35.7","0","nan","0.4","0.01","0.01","0","0.01","nan","0.01","nan","0.05","0","0.99","0.01","0.21","nan","0.02","nan","0.01","nan","0.01","1.35","nan","nan","0","nan","0.03","0","2.56","nan","nan","nan","nan","0.04","nan","nan","nan","0","nan","0","0","nan","nan","nan","2.62","nan","nan","nan","1.96","0.36","nan","0","nan","0","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","2.32","0","nan","26.04","0","4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","64","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","90","nan"
"F001653","12203","Bread, pizza base, commercial","1109","1088","34.8","8.6","1.5","3.3","1.4","2.7","0","0.8","0.5","0","2.4","0","nan","nan","3.7","0","0","44.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","48.5","48.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","230","nan","1.4","nan","70","nan","nan","nan","0.13","nan","38","0.94","0","28","0.66","nan","13","nan","98","140","9.8","390","nan","nan","0.69","0","0","0","nan","0","0","nan","nan","nan","0.76","0.05","1.1","1.53","2.63","0.24","0.03","nan","0.3","20","120","140","220","0","0","0","0","0","0","0.2","nan","0","nan","0","nan","0.3","nan","0.23","0","0","0","0","nan","0","nan","0.2","0","14.5","0","2.4","nan","0.3","nan","0.2","nan","0.2","17.8","nan","nan","0","nan","0.4","0","45.3","nan","nan","nan","nan","0.7","nan","nan","nan","0","nan","0","0.1","nan","nan","nan","46.5","nan","nan","nan","27.4","5.2","nan","0","nan","0","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","32.6","0","nan","0.2","0","0","0","0","nan","0","nan","0","0","0.42","0","0.07","nan","0.01","nan","0","nan","0","0.52","nan","nan","0","nan","0.01","0","1.33","nan","nan","nan","nan","0.02","nan","nan","nan","0","nan","0","0","nan","nan","nan","1.36","nan","nan","nan","0.8","0.15","nan","0","nan","0","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.96","0","nan","5.87","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","60","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","90","nan"
"F001669","12302","Bread, tortilla, white, commercial","1263","1240","28.9","7.3","1.28","9","2.4","2","0","1.6","1.4","0.2","1.1","0","nan","nan","4.3","0","0","42","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.9","46.3","46.3","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","120","nan","0","0","37","6.5","nan","nan","0.11","nan","46.4","0.75","0","22","0.58","nan","10","nan","220","110","13","750","nan","nan","0.44","0","0","0","nan","0","0","nan","nan","nan","0.492","0","0","1.28","1.28","0.11","0","nan","0","8","70","78","126","0","0","0","0","0","0","0.3","nan","0","nan","0","nan","0","nan","0.3","0","0","0","0","nan","0.2","nan","1","0","39.9","0.1","7.8","nan","0.3","nan","0.1","nan","0.2","49.6","nan","nan","0","nan","0.1","0","31.6","nan","nan","nan","nan","0.2","nan","nan","nan","0","nan","nan","0","nan","nan","nan","31.9","nan","nan","nan","15.8","1","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","16.8","0","nan","0","0","0","0","0","nan","0.02","nan","0.08","0","3.2","0.01","0.62","nan","0.02","nan","0.01","nan","0.02","3.97","nan","nan","0","nan","0.01","0","2.53","nan","nan","nan","nan","0.02","nan","nan","nan","0","nan","nan","0","nan","nan","nan","2.56","nan","nan","nan","1.26","0.08","nan","0","nan","nan","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","1.34","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","58","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","75","nan"
"F001387","12203","Bread, damper, from white flour, homemade","1084","1058","34.7","7.5","1.32","5.5","2.3","3.3","0","0","0","1.2","1.3","0.4","nan","nan","2.9","1.5","1.5","40","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","42.9","42.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","53","nan","nan","nan","nan","nan","27","0.78","nan","25","nan","nan","nan","nan","330","150","9.7","630","nan","nan","0.66","24","0","29","0","29","29","nan","nan","nan","0.25","0.04","1.2","2.04","3.24","nan","0","nan","0","72","0","72","72","0","0","0","0","0","0","0.4","nan","0.2","nan","0","nan","0.7","nan","0.57","1.8","1.8","1.1","2.3","nan","2.9","nan","10.4","1.2","33.3","0.8","11","nan","0.2","nan","0.1","nan","0","66.9","nan","nan","0.9","nan","1.8","0","19.7","nan","nan","nan","nan","0.1","nan","nan","nan","0","nan","nan","0","nan","nan","nan","22.5","nan","nan","nan","6.8","0.8","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","7.6","0","nan","1.5","0.09","0.09","0.05","0.11","nan","0.14","nan","0.51","0.06","1.63","0.04","0.54","nan","0.01","nan","0","nan","0","3.27","nan","nan","0.04","nan","0.09","0","0.96","nan","nan","nan","nan","0","nan","nan","nan","0","nan","nan","0","nan","nan","nan","1.1","nan","nan","nan","0.33","0.04","nan","0","nan","nan","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.37","0","nan","73.42","0","21","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","91","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","120","nan"
"F001420","12302","Bread, flat (pita or Lebanese), white, commercial","1102","1070","30.7","9.5","1.67","2.1","1.8","3.7","0","0","0.2","1","1.9","0","nan","nan","3.1","0","0","46","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.4","49.1","49.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3000","nan","0","0","50","10","760","nan","0.17","0","50.2","1.2","0","30","0.96","0","15","nan","190","150","7.4","498","100","nan","0.54","0","nan","0","nan","0","0","nan","nan","nan","0.545","0.02","1.7","1.58","3.28","0.24","0.04","5","0","10","184","194","316","0","0","0","0","0","0","0.1","nan","0","nan","0.1","nan","1","nan","0.2","0","0","0","0","nan","0.1","nan","0.6","0","24.5","0.1","8.5","nan","0.2","nan","0","nan","0","34","nan","nan","0","nan","0.2","0","36.9","nan","nan","nan","nan","0.5","nan","nan","nan","0","nan","nan","0","nan","nan","nan","37.6","nan","nan","nan","23","3.9","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","26.9","0","nan","1.1","0","0","0","0","nan","0","nan","0.01","0","0.45","0","0.16","nan","0","nan","0","nan","0","0.62","nan","nan","0","nan","0","0","0.68","nan","nan","nan","nan","0.01","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.69","nan","nan","nan","0.42","0.07","nan","0","nan","nan","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.49","0","nan","20.22","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","56","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","93","nan"
"F001404","12302","Bread, flat (pita or Lebanese), wholemeal, commercial","1074","1023","32.7","8.6","1.48","2","2","6.4","0","1.1","0.7","0","1.3","0","nan","nan","3.1","0","0","44.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","47.2","47.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","45","nan","800","nan","0.26","0","50.2","2.7","nan","55","2.3","nan","nan","nan","160","200","10","470","90","nan","1.2","0","0","0","0","0","0","nan","nan","nan","0.55","0.05","2.3","1.86","4.16","0.39","0.19","8.9","0.1","70","156","188","267","0","0","0","0","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","0.08","0","0","0","0","nan","0.3","nan","0.4","0","20.8","0","3.2","nan","0.2","nan","0","nan","0","24.75","nan","nan","0","nan","0.5","nan","28.7","nan","nan","nan","nan","0.5","nan","nan","nan","0","nan","nan","0","nan","nan","nan","29.7","nan","nan","nan","41.5","4","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","nan","0","0","nan","0","45.55","0","nan","0.8","0","0","0","0","nan","0","nan","0.01","0","0.38","0","0.06","nan","0","nan","0","nan","0","0.46","nan","nan","0","nan","0.01","nan","0.53","nan","nan","nan","nan","0.01","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.55","nan","nan","nan","0.76","0.07","nan","0","nan","nan","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","nan","nan","0","0.84","0","nan","14.76","0","0","214","276","290","144","1911","246","149","248","439","161","94","306","682","330","259","193","74","298","317","408","429","213","2828","364","220","367","650","238","139","453","1009","488","383","286","110","441"
"F001463","12201","Bread, from white flour","1050","1017","38.2","9.5","1.66","2","1.8","3.2","0","0.3","0","0","2.8","0","0","nan","3.1","0","0","43.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.9","46.2","46.2","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","175","0","0.8","0.4","84","69.7","826","nan","0.148","36.67","61.3","1.35","0.1","29","0.862","0","18.4","nan","96","130","10.7","439","98","1.2","0.81","0","0","0","0","0","0","nan","nan","nan","0.648","0.042","2.64","1.55","4.2","0.47","0.08","4.6","0","10","208","218","357","0","0","0","0","0","0","0.2","0","0","0.1","0","0","0.2","0","0.24","0","0","0","0","nan","0","nan","0.1","0","12.2","0","3.3","nan","0.2","nan","0.2","nan","0","16.08","nan","nan","0","nan","0.3","0","36.6","nan","nan","nan","nan","2.4","nan","nan","nan","0","nan","nan","0.2","nan","nan","nan","39.45","nan","nan","nan","38.4","4.6","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","43","0","nan","0.9","0","0","0","0","nan","0","nan","0","0","0.21","0","0.06","nan","0","nan","0","nan","0","0.28","nan","nan","0","nan","0","0","0.64","nan","nan","nan","nan","0.04","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.69","nan","nan","nan","0.67","0.08","nan","0","nan","nan","nan","0.88","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.76","0","nan","15.82","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","55","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","91","nan"
"F001541","12201","Bread, from white flour, toasted","1241","1206","24","10.8","1.9","2.8","2.1","4.3","0","0.3","0","0","3.4","0","nan","nan","3.7","0","0","50.6","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","54.3","54.3","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","178.8","nan","0","nan","150","nan","nan","nan","0.172","nan","50.5","1.38","0","40","0.915","nan","16.5","nan","99","166","13.3","512","nan","nan","0.96","0","nan","0","nan","0","0","nan","nan","nan","0.796","0.05","0.58","1.6","2.17","0.19","0","nan","0","20","180","200","321","0","0","0","0","0","0","0","nan","0","nan","0","nan","0","nan","0","0","0","0","0","nan","0","nan","0.1","0","11.1","0","2.4","nan","0.3","nan","0.2","nan","0.1","14.2","nan","nan","0","nan","0.3","0","35.9","nan","nan","nan","nan","0.8","nan","nan","nan","0","nan","nan","0.1","nan","nan","nan","37.1","nan","nan","nan","40","5.7","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","45.7","0","nan","1.1","0","0","0","0","nan","0","nan","0","0","0.28","0","0.06","nan","0.01","nan","0","nan","0","0.35","nan","nan","0","nan","0.01","0","0.89","nan","nan","nan","nan","0.02","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.92","nan","nan","nan","1","0.14","nan","0","nan","nan","nan","0","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","1.14","0","nan","27.41","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","50","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","94","nan"
"F001466","12202","Bread, from white flour, added calcium","1001","971","38.2","9.7","1.68","1.8","1.8","2.9","0","0.3","0","0","2.4","0","0","nan","2.7","0","0","41.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.9","43.8","43.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","250","nan","0","0","228","14.2","nan","nan","0.124","nan","62.7","1.15","0","27","0.821","0","16.7","nan","159","110","10.1","442","98","nan","1.07","0","0","0","0","0","0","nan","nan","nan","0.634","0.04","2.47","3","5.47","0.61","0.08","nan","0","13","205","218","355","0","0","0","0","0","0","0.3","nan","0","nan","0","nan","0.2","nan","0.32","0","0","0","0","nan","0","nan","0.1","0","12.6","0.1","3.6","nan","0.1","nan","0.2","nan","0","16.7","nan","nan","0","nan","0.3","0","36.8","nan","nan","nan","nan","2.9","nan","nan","nan","0","nan","nan","0.2","nan","nan","nan","40.23","nan","nan","nan","37.8","4.2","nan","0","nan","nan","nan","0.1","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","42.1","0","nan","1.1","0","0","0","0","nan","0","nan","0","0","0.2","0","0.06","nan","0","nan","0","nan","0","0.26","nan","nan","0","nan","0","0","0.58","nan","nan","nan","nan","0.04","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.63","nan","nan","nan","0.59","0.07","nan","0","nan","nan","nan","1.05","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.66","0","nan","17.3","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","104","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","176","nan"
"F001467","12202","Bread, from white flour, added calcium, toasted","1164","1129","28.1","11.2","1.96","2","2.1","3.4","0","0.3","0","0","2.8","0","0","nan","3.1","0","0","47.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1","50.9","50.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","290.7","nan","0","0","265","16.6","nan","nan","0.144","nan","69.2","1.34","0","32","0.954","0","19.4","nan","185","128","11.7","514","114","nan","1.24","0","0","0","0","0","0","nan","nan","nan","0.59","0.046","2.87","3.49","6.36","0.71","0.09","nan","0.1","13","203","215","351","0","0","0","0","0","0","0.3","nan","0","nan","0","nan","0.3","nan","0.36","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0","0","0.23","0","0.06","nan","0","nan","0","nan","0","0.3","nan","nan","0","nan","0.01","0","0.67","nan","nan","nan","nan","0.05","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.74","nan","nan","nan","0.69","0.08","nan","0","nan","nan","nan","1.22","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.77","0","nan","20.11","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","205","nan"
"F001468","12202","Bread, from white flour, added fibre","1032","966","38","9.7","1.64","1.7","1.8","6.4","0","0.2","0","0","2.3","0","0","nan","2.5","0","0","41.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.8","43.6","43.6","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","235","nan","0","0","56","4.4","770","nan","0.16","0","62.7","1.44","0","27","0.785","0","15","nan","98","111","7","448","98","nan","0.8","0","nan","0","nan","0","0","nan","nan","nan","0.638","0.035","1.5","3.01","4.51","0.22","0.1","6","0.1","12","205","216","354","0","0","0","0","0","0","0.4","0","0","0.3","0","0","0.2","0","0.48","0","0","0","0","nan","0","nan","0.2","0","12.8","0.1","3.8","nan","0.1","nan","0.2","nan","0","17.1","nan","nan","0","nan","0.4","0","34.2","nan","nan","nan","nan","3.9","nan","nan","nan","0","nan","nan","0.2","nan","nan","nan","38.7","nan","nan","nan","39.8","3.4","nan","0","nan","nan","nan","0","nan","nan","0","0","nan","0","0","nan","nan","0","0","0","nan","0","43.15","0","nan","1.5","0","0","0","0","nan","0","nan","0","0","0.19","0","0.06","nan","0","nan","0","nan","0","0.26","nan","nan","0","nan","0","0","0.52","nan","nan","nan","nan","0.06","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.58","nan","nan","nan","0.6","0.05","nan","0","nan","nan","nan","0.76","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.65","0","nan","22.7","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","104","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","177","nan"
"F001479","12202","Bread, from white flour, added fibre, toasted","1229","1150","26.2","11.5","1.96","2","2.1","7.7","0","0.2","0","0","2.7","0","0","nan","3","0","0","48.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","2.1","51.9","51.9","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","279.8","nan","0","0","67","5.3","917","nan","0.19","0","70.9","1.72","0","32","0.934","0","17.8","nan","117","132","8.3","534","117","nan","0.96","0","nan","0","nan","0","0","nan","nan","nan","0.608","0.042","1.78","3.58","5.37","0.26","0.12","7.1","0.1","12","207","219","358","0","0","0","0","0","0","0.5","0","0","0.4","0","0","0.3","0","0.54","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0","0","0.23","0","0.07","nan","0","nan","0","nan","0","0.31","nan","nan","0","nan","0.01","0","0.62","nan","nan","nan","nan","0.07","nan","nan","nan","0","nan","nan","0","nan","nan","nan","0.7","nan","nan","nan","0.72","0.06","nan","0","nan","nan","nan","0.9","nan","0","0","nan","nan","0","0","nan","0","0","nan","0","nan","0","0.78","0","nan","27.02","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","211","nan"
